train_project,test_project,metric_set,label,baseline_f1,f1_wo_cfs,f1_with_cfs,cfs_metrics
commons-configuration,commons-validator,combined,bug,0.0,0.0,0.16296296296296298,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,commons-vfs,jit,adhoc,0.465076660988075,0.48762603116406966,0.43809523809523804,oexp add nsctr nddev own del
commons-configuration,commons-vfs,static,adhoc,0.1861198738170347,0.24759871931696906,0.4013333333333333,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,commons-vfs,pmd,adhoc,0.19815668202764974,0.38811881188118813,0.1342134213421342,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,commons-vfs,combined,adhoc,0.3041575492341356,0.2344983089064262,0.42057877813504824,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,commons-vfs,jit,bug,0.0915032679738562,0.18796992481203006,0.168141592920354,add exp nsctr nddev own del
commons-configuration,commons-vfs,static,bug,0.0,0.040268456375838924,0.14849187935034805,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,commons-vfs,pmd,bug,0.015343562374916613,0.07092198581560283,0.08471211118464593,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,commons-vfs,combined,bug,0.012048192771084338,0.03252032520325203,0.1044776119402985,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,deltaspike,jit,adhoc,0.2657388999337309,0.36255924170616116,0.3001949317738791,oexp add nsctr nddev own del
commons-configuration,deltaspike,static,adhoc,0.14326107445805844,0.21413276231263384,0.2639040348964013,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,deltaspike,pmd,adhoc,0.16618911174785098,0.25531914893617025,0.13973799126637554,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,deltaspike,combined,adhoc,0.2591587516960651,0.2830188679245283,0.24440298507462685,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,deltaspike,jit,bug,0.15611814345991562,0.22845691382765532,0.2474226804123711,add exp nsctr nddev own del
commons-configuration,deltaspike,static,bug,0.0,0.04366812227074235,0.17559523809523808,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,deltaspike,pmd,bug,0.043777042504454064,0.1363040629095675,0.18410041841004188,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,deltaspike,combined,bug,0.0,0.03571428571428572,0.14331210191082802,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,eagle,jit,adhoc,0.27053140096618356,0.37755102040816324,0.34202546998180716,oexp add nsctr nddev own del
commons-configuration,eagle,static,adhoc,0.1516642547033285,0.24681528662420385,0.4904815229563271,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,eagle,pmd,adhoc,0.39538461538461545,0.5857493857493857,0.07407407407407407,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,eagle,combined,adhoc,0.13313432835820893,0.40902679830747524,0.5081707959936743,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,eagle,jit,bug,0.022099447513812154,0.04444444444444444,0.14525139664804468,add exp nsctr nddev own del
commons-configuration,eagle,static,bug,0.0,0.019704433497536943,0.19321148825065274,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,eagle,pmd,bug,0.04929051530993279,0.14831981460023172,0.1823932525039536,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,eagle,combined,bug,0.0,0.009950248756218904,0.17862371888726208,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,giraph,jit,adhoc,0.33725089422585586,0.3866396761133603,0.32794909446891823,oexp add nsctr nddev own del
commons-configuration,giraph,static,adhoc,0.17808817110432126,0.19274977895667553,0.30497592295345105,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,giraph,pmd,adhoc,0.18866871336868546,0.28755020080321286,0.0998980632008155,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,giraph,combined,adhoc,0.27456978967495216,0.2734375,0.3359850257370145,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,giraph,jit,bug,0.11842105263157894,0.16826003824091776,0.16572077185017026,add exp nsctr nddev own del
commons-configuration,giraph,static,bug,0.0,0.01444043321299639,0.13563501849568435,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,giraph,pmd,bug,0.05498625343664084,0.12477718360071302,0.12810707456978968,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,giraph,combined,bug,0.0,0.027777777777777776,0.12962962962962962,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,gora,jit,adhoc,0.27462121212121215,0.35714285714285715,0.28308823529411764,oexp add nsctr nddev own del
commons-configuration,gora,static,adhoc,0.2302839116719243,0.2247191011235955,0.22736842105263158,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,gora,pmd,adhoc,0.1586073500967118,0.25396825396825395,0.08256880733944955,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,gora,combined,adhoc,0.3133640552995392,0.26461538461538464,0.22803738317757008,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,gora,jit,bug,0.07317073170731708,0.08974358974358974,0.15432098765432098,add exp nsctr nddev own del
commons-configuration,gora,static,bug,0.0449438202247191,0.0449438202247191,0.17328519855595667,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,gora,pmd,bug,0.044444444444444446,0.11320754716981131,0.13846153846153847,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,gora,combined,bug,0.0,0.02247191011235955,0.14718614718614717,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,jspwiki,jit,adhoc,0.08963093145869946,0.08739076154806492,0.46216132046091557,oexp add nsctr nddev own del
commons-configuration,jspwiki,static,adhoc,0.19142614601018676,0.20749871597329222,0.3277146217169737,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,jspwiki,pmd,adhoc,0.24037739894928706,0.3614538179393131,0.17568947906026558,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,jspwiki,combined,adhoc,0.10026540843409024,0.14570290267501423,0.42914728682170544,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,jspwiki,jit,bug,0.006153846153846155,0.0,0.0,add exp nsctr nddev own del
commons-configuration,jspwiki,static,bug,0.011869436201780416,0.007547169811320754,0.09257265877287406,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,jspwiki,pmd,bug,0.01419133839001713,0.049608355091383824,0.08444275389882085,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,jspwiki,combined,bug,0.0,0.0,0.08661417322834646,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,knox,jit,adhoc,0.3257506824385805,0.3994082840236686,0.2884160756501182,oexp add nsctr nddev own del
commons-configuration,knox,static,adhoc,0.19491525423728814,0.1976470588235294,0.30022573363431154,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,knox,pmd,adhoc,0.15458937198067632,0.271251193887297,0.03529411764705882,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,knox,combined,adhoc,0.26129032258064516,0.2892057026476579,0.3094262295081967,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,knox,jit,bug,0.07539682539682539,0.1518987341772152,0.2142857142857143,add exp nsctr nddev own del
commons-configuration,knox,static,bug,0.0,0.007017543859649123,0.25,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,knox,pmd,bug,0.0638617580766341,0.16,0.2708505367464905,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,knox,combined,bug,0.0,0.0,0.2582897033158813,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,kylin,jit,adhoc,0.2698645782346223,0.3088322465915827,0.2627333486978567,oexp add nsctr nddev own del
commons-configuration,kylin,static,adhoc,0.18152232869282225,0.1693681773073106,0.26358650490277546,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,kylin,pmd,adhoc,0.20709825310252156,0.23881601076353853,0.12148249828414551,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,kylin,combined,adhoc,0.20942622950819675,0.18903724525650034,0.2695639406841874,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,kylin,jit,bug,0.04477611940298508,0.12324492979719189,0.139984532095901,add exp nsctr nddev own del
commons-configuration,kylin,static,bug,0.0,0.013057671381936886,0.1438943894389439,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,kylin,pmd,bug,0.03772498200143989,0.07331975560081466,0.12956544921354304,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,kylin,combined,bug,0.0,0.0022271714922048997,0.1588471849865952,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,lens,jit,adhoc,0.3429472735466427,0.29910479199578727,0.3977371627502176,oexp add nsctr nddev own del
commons-configuration,lens,static,adhoc,0.24853392907009217,0.19122462344466273,0.3845150065245759,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,lens,pmd,adhoc,0.296656298600311,0.30775899436497617,0.16677115987460817,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,lens,combined,adhoc,0.23308698123934057,0.17938420348058903,0.4218343854437431,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,lens,jit,bug,0.05555555555555555,0.14545454545454545,0.1910946196660482,add exp nsctr nddev own del
commons-configuration,lens,static,bug,0.011869436201780416,0.031746031746031744,0.21034180543382996,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,lens,pmd,bug,0.05326604990187832,0.116107931316435,0.21211009174311926,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,lens,combined,bug,0.0030534351145038168,0.010869565217391306,0.19898819561551434,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,mahout,jit,adhoc,0.2754237288135593,0.26314226314226313,0.3510324483775811,oexp add nsctr nddev own del
commons-configuration,mahout,static,adhoc,0.19893325645091536,0.20850320326150262,0.38674033149171266,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,mahout,pmd,adhoc,0.23601243339254,0.3550613496932516,0.06473829201101929,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,mahout,combined,adhoc,0.21713713044930685,0.1947565543071161,0.40327920542330126,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,mahout,jit,bug,0.04260355029585799,0.07072135785007072,0.07177033492822966,add exp nsctr nddev own del
commons-configuration,mahout,static,bug,0.002638522427440633,0.029154518950437316,0.1327058823529412,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,mahout,pmd,bug,0.03841192489608714,0.08508914100486223,0.10590551181102362,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,mahout,combined,bug,0.010825439783491205,0.017006802721088437,0.12311015118790497,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,nutch,jit,adhoc,0.341034103410341,0.3502475247524752,0.3051359516616314,oexp add nsctr nddev own del
commons-configuration,nutch,static,adhoc,0.2534972445951674,0.2978122794636556,0.3886483886483887,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,nutch,pmd,adhoc,0.3194029850746269,0.41315014720314036,0.23903369357914814,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,nutch,combined,adhoc,0.25866666666666666,0.3185595567867036,0.4136233073450964,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,nutch,jit,bug,0.0932475884244373,0.16835016835016836,0.14216867469879516,add exp nsctr nddev own del
commons-configuration,nutch,static,bug,0.0,0.031818181818181815,0.2258373205741627,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,nutch,pmd,bug,0.053439454235361,0.08499335989375831,0.15509693558474047,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,nutch,combined,bug,0.0,0.01873536299765808,0.21691973969631237,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,opennlp,jit,adhoc,0.19160387513455326,0.21951219512195122,0.31861575178997614,oexp add nsctr nddev own del
commons-configuration,opennlp,static,adhoc,0.16755162241887905,0.19768664563617244,0.37088388214904683,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,opennlp,pmd,adhoc,0.2369382928402494,0.4401634559252773,0.09988109393579073,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,opennlp,combined,adhoc,0.15290933694181327,0.2948846539618857,0.3806009488666315,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,opennlp,jit,bug,0.008032128514056226,0.10646387832699618,0.08187134502923976,add exp nsctr nddev own del
commons-configuration,opennlp,static,bug,0.008368200836820083,0.01904761904761905,0.17120622568093385,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,opennlp,pmd,bug,0.02729145211122554,0.10256410256410256,0.13078149920255183,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,opennlp,combined,bug,0.0,0.009900990099009901,0.1689655172413793,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,parquet-mr,jit,adhoc,0.4266666666666667,0.4170022371364653,0.47008179078777446,oexp add nsctr nddev own del
commons-configuration,parquet-mr,static,adhoc,0.17905711695376245,0.12968138624930128,0.5041050903119869,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,parquet-mr,pmd,adhoc,0.3709961281239001,0.5813598166539344,0.08041958041958042,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,parquet-mr,combined,adhoc,0.24314241825762564,0.16901408450704225,0.5382775119617226,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,parquet-mr,jit,bug,0.025062656641604012,0.08433734939759037,0.12971342383107087,add exp nsctr nddev own del
commons-configuration,parquet-mr,static,bug,0.0,0.012658227848101266,0.1362126245847176,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,parquet-mr,pmd,bug,0.03630745461568173,0.10038610038610037,0.13442211055276382,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,parquet-mr,combined,bug,0.0,0.013157894736842106,0.13136288998357964,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,systemml,jit,adhoc,0.3442005242463958,0.4041228258535538,0.4727966910594973,oexp add nsctr nddev own del
commons-configuration,systemml,static,adhoc,0.22514354789966753,0.3051565811160819,0.49365027678280693,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,systemml,pmd,adhoc,0.29584876242447866,0.49287662928160053,0.23579344494223065,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,systemml,combined,adhoc,0.2585883822610868,0.2866103739445115,0.5211697948494107,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,systemml,jit,bug,0.06590038314176244,0.11794871794871796,0.1473125414731254,add exp nsctr nddev own del
commons-configuration,systemml,static,bug,0.0,0.019342359767891684,0.11946050096339113,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,systemml,pmd,bug,0.02393219212232009,0.06335493160547156,0.07027486540096345,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,systemml,combined,bug,0.0,0.020618556701030927,0.09275664408546118,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-configuration,tika,jit,adhoc,0.2776486217203587,0.25820568927789933,0.3503717472118959,oexp add nsctr nddev own del
commons-configuration,tika,static,adhoc,0.1945683015808675,0.23260073260073263,0.2995951417004049,delta_MISM delta_CLLC delta_TNPA current_CLOC delta_PUA parent_TNLPA
commons-configuration,tika,pmd,adhoc,0.29637526652452023,0.3435966086568496,0.08198489751887811,parent_PMD_ASAML parent_PMD_ARE parent_PMD_ASBF current_PMD_ULBR current_PMD_ISB parent_PMD_AFNMTN delta_PMD_APMP delta_PMD_MeNC
commons-configuration,tika,combined,adhoc,0.20181112548512292,0.25706472196900637,0.3157407407407407,delta_MISM delta_CLLC delta_TNPA parent_PMD_ASBF parent_PMD_AFNMTN parent_PMD_ISB
commons-configuration,tika,jit,bug,0.06060606060606061,0.08791208791208792,0.1285714285714286,add exp nsctr nddev own del
commons-configuration,tika,static,bug,0.0,0.020746887966804982,0.18117854001759015,delta_HDIF delta_McCC delta_PUA parent_NLPA delta_NLPA current_CLOC
commons-configuration,tika,pmd,bug,0.09502055733211512,0.13611755607115233,0.19680653546230967,parent_PMD_CIS parent_PMD_RFI current_PMD_APMP current_PMD_UV current_PMD_UC current_PMD_AFNMMN current_PMD_AFNMTN delta_PMD_ClR
commons-configuration,tika,combined,bug,0.0,0.0,0.17904761904761907,delta_HDIF delta_McCC parent_PMD_CIS current_PMD_ClR parent_PMD_UV parent_PMD_ECB
commons-dbcp,ant-ivy,jit,adhoc,0.23413258110014104,0.6019124308002013,0.32729544034978136,oexp add nddev own nsctr exp
commons-dbcp,ant-ivy,static,adhoc,0.38451516843476646,0.6432584269662923,0.5699908508691673,delta_MI delta_CD current_TNPA current_CLOC delta_NOD delta_AD
commons-dbcp,ant-ivy,pmd,adhoc,0.4666577931585253,0.49130832570905764,0.31058495821727017,current_PMD_UWOC delta_PMD_RFI parent_PMD_FDSBASOC delta_PMD_PST parent_PMD_UNCIE delta_PMD_UOM current_PMD_DI
commons-dbcp,ant-ivy,combined,adhoc,0.38189365487250443,0.6698518872431917,0.5381995133819952,delta_MI delta_CD current_PMD_UWOC delta_PMD_ESNIL current_TNLPA delta_PMD_ACNPE
commons-dbcp,ant-ivy,jit,bug,0.0,0.03861003861003861,0.05714285714285715,exp add nsctr own nddev lt
commons-dbcp,ant-ivy,static,bug,0.006956521739130435,0.007782101167315175,0.21658206429780036,delta_TNOS parent_LLDC delta_NOD current_NLPA current_CLOC delta_NOA
commons-dbcp,ant-ivy,pmd,bug,0.0631786771964462,0.1364744110479285,0.21799628942486085,parent_PMD_UEC parent_PMD_ASAML parent_PMD_UnI current_PMD_CASR parent_PMD_MSVUID current_PMD_IFSP current_PMD_CWOPCSBF
commons-dbcp,ant-ivy,combined,bug,0.0035523978685612786,0.023346303501945526,0.22941176470588237,delta_TLOC parent_PMD_UEC current_PMD_PL parent_PMD_UnI parent_PMD_IESMUB parent_PMD_IFSP
commons-dbcp,archiva,jit,adhoc,0.29321851453175457,0.4159561510353227,0.2861938732689887,oexp add nddev own nsctr exp
commons-dbcp,archiva,static,adhoc,0.2872496336101612,0.38634872019251804,0.3403606807213614,delta_MI delta_CD current_TNPA current_CLOC delta_NOD delta_AD
commons-dbcp,archiva,pmd,adhoc,0.20245810055865923,0.3037593984962406,0.10935441370223979,current_PMD_UWOC delta_PMD_RFI parent_PMD_FDSBASOC delta_PMD_PST parent_PMD_UNCIE delta_PMD_UOM current_PMD_DI
commons-dbcp,archiva,combined,adhoc,0.3633673620358041,0.43832658569500677,0.34154508490791674,delta_MI delta_CD current_PMD_UWOC delta_PMD_ESNIL current_TNLPA delta_PMD_ACNPE
commons-dbcp,archiva,jit,bug,0.0,0.0,0.0,exp add nsctr own nddev lt
commons-dbcp,archiva,static,bug,0.0023781212841854932,0.009188361408882085,0.1911262798634812,delta_TNOS parent_LLDC delta_NOD current_NLPA current_CLOC delta_NOA
commons-dbcp,archiva,pmd,bug,0.09523809523809523,0.19673577415086013,0.20800000000000002,parent_PMD_UEC parent_PMD_ASAML parent_PMD_UnI current_PMD_CASR parent_PMD_MSVUID current_PMD_IFSP current_PMD_CWOPCSBF
commons-dbcp,archiva,combined,bug,0.002375296912114014,0.0,0.20080726538849647,delta_TLOC parent_PMD_UEC current_PMD_PL parent_PMD_UnI parent_PMD_IESMUB parent_PMD_IFSP
commons-dbcp,calcite,jit,adhoc,0.30390306882510676,0.547723532638508,0.39580686149936467,oexp add nddev own nsctr exp
commons-dbcp,calcite,static,adhoc,0.2685828495288855,0.44058976582827414,0.4701176470588236,delta_MI delta_CD current_TNPA current_CLOC delta_NOD delta_AD
commons-dbcp,calcite,pmd,adhoc,0.39082527546660667,0.5787881565679714,0.16817702845100105,current_PMD_UWOC delta_PMD_RFI parent_PMD_FDSBASOC delta_PMD_PST parent_PMD_UNCIE delta_PMD_UOM current_PMD_DI
commons-dbcp,calcite,combined,adhoc,0.3133293721529016,0.459086078639745,0.479782366761469,delta_MI delta_CD current_PMD_UWOC delta_PMD_ESNIL current_TNLPA delta_PMD_ACNPE
commons-dbcp,calcite,jit,bug,0.006785411365564036,0.07090719499478623,0.19075712881022616,exp add nsctr own nddev lt
commons-dbcp,calcite,static,bug,0.0,0.004860267314702308,0.12018288700195949,delta_TNOS parent_LLDC delta_NOD current_NLPA current_CLOC delta_NOA
commons-dbcp,calcite,pmd,bug,0.1037509976057462,0.17432188065099458,0.18509360649947015,parent_PMD_UEC parent_PMD_ASAML parent_PMD_UnI current_PMD_CASR parent_PMD_MSVUID current_PMD_IFSP current_PMD_CWOPCSBF
commons-dbcp,calcite,combined,bug,0.0,0.007246376811594203,0.18004434589800442,delta_TLOC parent_PMD_UEC current_PMD_PL parent_PMD_UnI parent_PMD_IESMUB parent_PMD_IFSP
commons-dbcp,cayenne,jit,adhoc,0.2025924147863658,0.4119342261400237,0.35952993022401764,oexp add nddev own nsctr exp
commons-dbcp,cayenne,static,adhoc,0.20129589632829373,0.3615940913986767,0.34759206798866854,delta_MI delta_CD current_TNPA current_CLOC delta_NOD delta_AD
commons-dbcp,cayenne,pmd,adhoc,0.16987041036717063,0.30610260150741553,0.08544303797468354,current_PMD_UWOC delta_PMD_RFI parent_PMD_FDSBASOC delta_PMD_PST parent_PMD_UNCIE delta_PMD_UOM current_PMD_DI
commons-dbcp,cayenne,combined,adhoc,0.2971849388288395,0.38061549345596035,0.3668737060041407,delta_MI delta_CD current_PMD_UWOC delta_PMD_ESNIL current_TNLPA delta_PMD_ACNPE
commons-dbcp,cayenne,jit,bug,0.0,0.0021668472372697724,0.004259850905218317,exp add nsctr own nddev lt
commons-dbcp,cayenne,static,bug,0.005722460658082976,0.010070493454179255,0.18063395570994356,delta_TNOS parent_LLDC delta_NOD current_NLPA current_CLOC delta_NOA
commons-dbcp,cayenne,pmd,bug,0.098100792582623,0.15647382920110195,0.17300215982721381,parent_PMD_UEC parent_PMD_ASAML parent_PMD_UnI current_PMD_CASR parent_PMD_MSVUID current_PMD_IFSP current_PMD_CWOPCSBF
